Status,Date,Original Description,Split Type,Category,Currency,Amount,User Description,Memo,Classification,Account Name,Simple Description
posted,02/26/2015,PURCHASE - ENCINO PHARMACY          xxxxxxx5858  CA,,Healthcare/Medical,$,-58.60,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,02/26/2015,RETURN - AMAZON.COM               AMZN.COM/BILLWA,,General Merchandise,$,9.91,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,02/26/2015,PURCHASE - FRESH & EASY #1180       BAKERSFIELD  CA,,Groceries,$,-55.86,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Fresh & Easy Neighborhood Market
posted,02/26/2015,PURCHASE - USPS xxxxxxxxxxxxx5439   BAKERSFIELD  CA,,Postage and Shipping,$,-1.15,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,USPS
posted,02/25/2015,ONLINE TRANSFER TO   CHECKING xxxxxxx1056 ON 02/24 - REFERENCE NO: IBxx2852,,Transfers,$,"-2,000.00",,,Personal,HSBC Bank - HSBC PREMIER SAVINGS,Transfer
posted,02/25/2015,PAYMENT TO PGANDE-WEB ONLINE,,Utilities,$,-131.24,,,Personal,HSBC Bank - HSBC PREMIER,Pacific Gas and Electric Company
posted,02/25/2015,ONLINE TRANSFER FROM SAVINGS  xxxxxxx7199 ON 02/24 - REFERENCE NO: IBxx2852,,Transfers,$,"2,000.00",,,Personal,HSBC Bank - HSBC PREMIER,Transfer
posted,02/25/2015,DEPOSIT FROM PAYPAL-TRANSFER,,Transfers,$,35.74,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,02/25/2015,DEPOSIT FROM CVX T&E REIMB-EDI PAYMNT,,Other Income,$,254.92,,,Personal,HSBC Bank - HSBC PREMIER,Reimbursement
posted,02/25/2015,PURCHASE - ACACIO FERTILITY CENTE   xxxxxxx9200  CA,,General Merchandise,$,-500.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,02/25/2015,PURCHASE - USPSxxxxxxxxxxxxxx1628   BAKERSFIELD  CA,,Postage and Shipping,$,-2.30,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,USPS
posted,02/24/2015,PURCHASE - EBAY INC.                xxxxxxx8380  CA,,General Merchandise,$,-5.18,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,eBay Inc.
posted,02/23/2015,PAYMENT TO THE GAS COMPANY-PAID SCGC,,Utilities,$,-96.85,,,Personal,HSBC Bank - HSBC PREMIER,
posted,02/23/2015,PURCHASE ON  02/21 AT 4900 PANAMA LANE - BAKERSFIELD  CA,,General Merchandise,$,-163.80,,,Personal,HSBC Bank - HSBC PREMIER,
posted,02/23/2015,DEPOSIT FROM CHEVRON FED CU-PAYMENT,,Gasoline/Fuel,$,30.00,,,Personal,HSBC Bank - HSBC PREMIER,Chevron
posted,02/23/2015,PURCHASE - BUYDIG                   xxxxxxx4686  NJ,,Electronics,$,-99.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,BuyDig.com
posted,02/23/2015,PURCHASE - ALBERTSONS #6325         BAKERSFIELD  CA,,Groceries,$,-2.50,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Albertsons
posted,02/23/2015,PURCHASE - CHEVRON xxx7240          INGLEWOOD    CA,,Gasoline/Fuel,$,-31.68,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Chevron
posted,02/22/2015,PURCHASE - AMERICAN KIDS SPORTS C   xxx-xxx2100  CA,,Hobbies,$,-72.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,02/22/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-26.52,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,02/22/2015,PURCHASE - FRANK LU ACUPUNCTURE     BAKERSFIELD  CA,,Restaurants/Dining,$,-95.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,FRANK LU
posted,02/20/2015,DEPOSIT FROM CHEVRON CORPORAT-REG SALARY,,Paychecks/Salary,$,"1,426.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,02/20/2015,PURCHASE - SEQUOIA SANDWICH CO -    BAKERSFIELD  CA,,Restaurants/Dining,$,-7.76,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,02/19/2015,PAYMENT TO HSBC ONLINE-TRANSFER,,Transfers,$,"-1,137.30",,,Personal,HSBC Bank - HSBC PREMIER,HSBC
posted,02/19/2015,PURCHASE - SEQUOIA SANDWICH CO -    BAKERSFIELD  CA,,Restaurants/Dining,$,-5.56,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,02/19/2015,PURCHASE - AVANTI MARKETS           TUKWILA      WA,,Groceries,$,-1.54,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Avanti Markets
posted,02/17/2015,PAYMENT TO PAYPAL-INST XFER,,Transfers,$,-11.30,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,02/17/2015,PURCHASE - USPSxxxxxxxxxxxxxx1628   BAKERSFIELD  CA,,Postage and Shipping,$,-4.27,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,USPS
posted,02/16/2015,PURCHASE - GOOGLE *GOOGLE STORAGE   GOOGLE.COM/CHCA,,Online Services,$,-1.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Google Play
posted,02/16/2015,PURCHASE - VESTA  *T-MOBILE         xxx-xxx-3397 OR,,Telephone Services,$,-40.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,T-Mobile
posted,02/16/2015,PURCHASE - USPSxxxxxxxxxxxxxx1628   BAKERSFIELD  CA,,Postage and Shipping,$,-3.28,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,USPS
posted,02/16/2015,PURCHASE - CHEVRON xxx0820          BAKERSFIELD  CA,,Gasoline/Fuel,$,-37.49,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Chevron
posted,02/15/2015,PURCHASE - PARTY CITY #386          BAKERSFIELD  CA,,Entertainment,$,-14.98,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Party City
posted,02/15/2015,PURCHASE - ALBERTSONS #6379         BAKERSFIELD  CA,,Groceries,$,-65.42,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Albertsons
posted,02/13/2015,ONLINE TRANSFER TO   CHECKING xxxxxxx1056 ON 02/12 - REFERENCE NO: IBxx1758,,Transfers,$,"-1,500.00",,,Personal,HSBC Bank - HSBC PREMIER SAVINGS,Transfer
posted,02/13/2015,ONLINE TRANSFER FROM SAVINGS  xxxxxxx7199 ON 02/12 - REFERENCE NO: IBxx1758,,Transfers,$,"1,500.00",,,Personal,HSBC Bank - HSBC PREMIER,Transfer
posted,02/13/2015,PURCHASE - CAMILLE'S SIDEWALK CAF   BAKERSFIELD  CA,,Restaurants/Dining,$,-8.59,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Camille's Sidewalk Cafe
posted,02/12/2015,DEPOSIT FROM CHEVRON FED CU-PAYMENT,,Gasoline/Fuel,$,92.00,,,Personal,HSBC Bank - HSBC PREMIER,Chevron
posted,02/11/2015,INTEREST EARNED AND PAID FROM 01/14/15 - THROUGH 02/11/15 INCLUSIVE,,Interest,$,0.03,,,Personal,HSBC Bank - HSBC PREMIER,Interest
posted,02/11/2015,PAYMENT TO CHEVRON CC-PAYMENT,,Gasoline/Fuel,$,-104.92,,,Personal,HSBC Bank - HSBC PREMIER,Chevron
posted,02/11/2015,PURCHASE - KERN R CAFE   xxxx4257   BAKERSFIELD  CA,,Restaurants/Dining,$,-1.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,02/10/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-57.14,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,02/10/2015,PURCHASE - PIZZA REV 12             BAKERSFIELD  CA,,Restaurants/Dining,$,-11.01,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,02/10/2015,PURCHASE - TRAVELERS PERS INS       xxxxxxx8715  CT,,Insurance,$,-53.58,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,The Travelers Companies
posted,02/10/2015,PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,,General Merchandise,$,-16.10,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,02/09/2015,PAYMENT TO PAYPAL-INST XFER,,Transfers,$,-5.50,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,02/09/2015,PAYMENT TO DE REN DUAN-IAT PAYPAL,,Other Expenses,$,-1.59,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,02/09/2015,PAYMENT TO EGIFT4ALL-IAT PAYPAL,,Other Expenses,$,-2.89,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,02/09/2015,PURCHASE - BLUE ELEPHANT RESTAURA   BAKERSFIELD  CA,,Restaurants/Dining,$,-37.22,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Blue Elephant
posted,02/08/2015,RETURN - ALIEXPRESS               DOVER        DE,,Online Services,$,18.70,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,AliExpress.com
posted,02/08/2015,PURCHASE - TARGET        xxxx7151   BAKERSFIELD  CA,,General Merchandise,$,-31.76,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,02/06/2015,DEPOSIT FROM CHEVRON CORPORAT-REG SALARY,,Paychecks/Salary,$,"1,426.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,02/06/2015,DEPOSIT FROM CHEVRON FED CU-PAYMENT,,Gasoline/Fuel,$,25.14,,,Personal,HSBC Bank - HSBC PREMIER,Chevron
posted,02/06/2015,PURCHASE - LITTLE TIKES CO          xxx-xxx-0183 OH,,General Merchandise,$,-49.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,02/06/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-12.36,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,02/06/2015,PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,,General Merchandise,$,-9.91,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,02/06/2015,PURCHASE - CHEVRON xxx3576          BAKERSFIELD  CA,,Gasoline/Fuel,$,-33.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Chevron
posted,02/06/2015,PURCHASE - MY GYM BAKERSFIELD       BAKERSFIELD  CA,,Hobbies,$,-68.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,02/06/2015,PURCHASE - HOBBY LOBBY #556         BAKERSFIELD  CA,,Hobbies,$,-41.77,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Hobby Lobby
posted,02/05/2015,PAYMENT TO CALWATER-WATERBILL,,Utilities,$,-15.01,,,Personal,HSBC Bank - HSBC PREMIER,California Water Service
posted,02/05/2015,PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,,General Merchandise,$,-3.18,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,02/05/2015,PURCHASE - RICE BOWL                BAKERSFIELD  CA,,Restaurants/Dining,$,-65.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Rice Bowl
posted,02/05/2015,PURCHASE - ALIEXPRESS               DOVER        DE,,Online Services,$,-18.70,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,AliExpress.com
posted,02/05/2015,PURCHASE - LA COSTA MARISCOS        BAKERSFIELD  CA,,Restaurants/Dining,$,-16.42,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,LA COSTA MARISCOS
posted,02/04/2015,PAYMENT TO PAYPAL-INST XFER,,Transfers,$,-17.59,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,02/04/2015,PURCHASE - WAL-MART #5134           BAKERSFIELD  CA,,Groceries,$,-69.46,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,02/03/2015,CHECK - 107,,Checks,$,"-1,950.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,02/03/2015,PURCHASE - GEICO  *AUTO             xxx-xxx-3000 DC,,Insurance,$,-166.75,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,GEICO
posted,02/03/2015,PURCHASE - SXM*SIRIUSXM.COM/ACCT    xxx-xxx-5144 NY,,Entertainment,$,-18.20,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Sirius XM Radio, Inc"
posted,02/02/2015,PAYMENT TO PAYPAL-INST XFER,,Transfers,$,-8.20,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,02/02/2015,PAYMENT TO PAYPAL-INST XFER,,Transfers,$,-3.90,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,02/02/2015,PURCHASE - BAKERSFIELD CONDORS      xxx-xxx-7825 CA,,General Merchandise,$,-51.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,02/02/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-36.67,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,01/31/2015,PURCHASE - BRIGHT HOUSE NETWORKS    xxx-xxx-4892 CA,,Cable/Satellite Services,$,-71.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Bright House Networks
posted,01/31/2015,PURCHASE - KERN R CAFE   xxxx4257   BAKERSFIELD  CA,,Restaurants/Dining,$,-6.50,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/30/2015,"INTEREST PAID FROM 12/31/14 THROUGH 01/30/15 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE             $4,854.85",,Interest,$,0.04,,,Personal,HSBC Bank - HSBC PREMIER SAVINGS,Interest
posted,01/30/2015,PURCHASE - NETFLIX.COM              NETFLIX.COM  CA,,Entertainment,$,-7.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Netflix
posted,01/30/2015,PURCHASE - REDBOX *DVD RENTAL       OAKBROOK TER IL,,Entertainment,$,-1.61,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Redbox
posted,01/30/2015,PURCHASE - CHEVRON xxx7030          BAKERSFIELD  CA,,Gasoline/Fuel,$,-26.16,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Chevron
posted,01/30/2015,PURCHASE - SHELL OIL xxxxxxx2007    ARVIN        CA,,Gasoline/Fuel,$,-36.93,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Shell
posted,01/29/2015,PURCHASE - H&M 364                  LEBEC        CA,,Clothing/Shoes,$,-19.30,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,H & M
posted,01/29/2015,PURCHASE - VONS     STORExxxx4208   BAKERSFIELD  CA,,Groceries,$,-28.34,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,VONS
posted,01/29/2015,PURCHASE - A EAGLE OUTFTRxxxx3689   ARVIN        CA,,Clothing/Shoes,$,-26.85,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,American Eagle Outfitters
posted,01/28/2015,AUTOMATIC TRANSFER TO CREDIT ACCOUNT #xxxxxx3437,,Transfers,$,"-3,284.48",,,Personal,HSBC Bank - HSBC PREMIER,Transfer
posted,01/28/2015,PURCHASE - REDBOX *DVD RENTAL       OAKBROOK TER IL,,Entertainment,$,-1.61,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Redbox
posted,01/28/2015,PURCHASE - CHIPOTLE 1588            BAKERSFIELD  CA,,Restaurants/Dining,$,-37.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Chipotle
posted,01/27/2015,PAYMENT TO PGANDE-WEB ONLINE,,Utilities,$,-178.64,,,Personal,HSBC Bank - HSBC PREMIER,Pacific Gas and Electric Company
posted,01/27/2015,PURCHASE - WAL-MART #5134           BAKERSFIELD  CA,,Groceries,$,-94.57,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/27/2015,PAYMENT - xxxxx1056                AUTOPAYLANG*]01,,Credit Card Payments,$,"3,284.48",,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/26/2015,PURCHASE - SUMMERLAND BEACH  CAFE   SUMMERLAND   CA,,Restaurants/Dining,$,-60.57,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Beach Cafe
posted,01/26/2015,PURCHASE - BREWHOUSE                SANTABARBARA CA,,Travel,$,-12.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,The Brew House Hotel
posted,01/26/2015,PURCHASE - RUDYS MONTECITO WEST S   SANTA BARBARACA,,General Merchandise,$,-22.68,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/26/2015,PURCHASE - 7-ELEVEN x8822           SANTA BARBARACA,,Restaurants/Dining,$,-6.48,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,7-Eleven
posted,01/26/2015,PURCHASE - SAMBOS                   SANTA BARBARACA,,General Merchandise,$,-32.38,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/25/2015,PURCHASE - TARGET        xxxx7151   BAKERSFIELD  CA,,General Merchandise,$,-66.40,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,01/23/2015,PAYMENT TO THE GAS COMPANY-PAID SCGC,,Utilities,$,-75.22,,,Personal,HSBC Bank - HSBC PREMIER,
posted,01/23/2015,PURCHASE - IN-N-OUT BURGER #145     BAKERSFIELD  CA,,Restaurants/Dining,$,-12.04,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,In-N-Out Burger
posted,01/23/2015,PURCHASE - A EAGLE OUTFTRxxxx5819   BAKERSFIELD  CA,,Clothing/Shoes,$,-14.66,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,American Eagle Outfitters
posted,01/22/2015,DEPOSIT FROM CHEVRON CORPORAT-REG SALARY,,Paychecks/Salary,$,"1,426.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,01/22/2015,PURCHASE - ALBERTSONS #6379         BAKERSFIELD  CA,,Groceries,$,-55.88,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Albertsons
posted,01/21/2015,REVERSAL BY CHEVRON FED CU,,Gasoline/Fuel,$,-35.00,,,Personal,HSBC Bank - HSBC PREMIER,Chevron
posted,01/21/2015,PURCHASE - THE WILD LLC             BAKERSFIELD  CA,,General Merchandise,$,-8.50,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/20/2015,PAYMENT TO HSBC ONLINE-TRANSFER,,Transfers,$,"-1,137.30",,,Personal,HSBC Bank - HSBC PREMIER,HSBC
posted,01/20/2015,DEPOSIT FROM CHEVRON FED CU-PAYMENT,,Gasoline/Fuel,$,35.00,,,Personal,HSBC Bank - HSBC PREMIER,Chevron
posted,01/20/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Uncategorized,$,-35.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/19/2015,PAYMENT - STATEMENT REWARDS CREDIT,,Other Income,$,50.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Rewards Credit
posted,01/18/2015,PURCHASE - VESTA  *T-MOBILE         xxx-xxx-3397 OR,,Telephone Services,$,-40.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,T-Mobile
posted,01/18/2015,PURCHASE - WM SUPERCENTER #5134     BAKERSFIELD  CA,,Groceries,$,-37.28,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/16/2015,RETURN - CARTOONNETWORKSHOP.      xxx-xxx-2107 MI,,Deposits,$,22.46,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/15/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-32.87,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,01/15/2015,PURCHASE - RICE BOWL                BAKERSFIELD  CA,,Restaurants/Dining,$,-19.89,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Rice Bowl
posted,01/15/2015,PURCHASE - HOBBY LOBBY #556         BAKERSFIELD  CA,,Hobbies,$,-16.08,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Hobby Lobby
posted,01/15/2015,PURCHASE - GOOGLE *GOOGLE STORAGE   GOOGLE.COM/CHCA,,Online Services,$,-1.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Google Play
posted,01/14/2015,ONLINE TRANSFER TO   CHECKING xxxxxxx1056 ON 01/13 - REFERENCE NO: IBxx3528,,Transfers,$,"-1,500.00",,,Personal,HSBC Bank - HSBC PREMIER SAVINGS,Transfer
posted,01/14/2015,ONLINE TRANSFER FROM SAVINGS  xxxxxxx7199 ON 01/13 - REFERENCE NO: IBxx3528,,Transfers,$,"1,500.00",,,Personal,HSBC Bank - HSBC PREMIER,Transfer
posted,01/14/2015,RETURN - PAYPAL *SIGNATUREPL      xxxxxx7733   CA,,Other Expenses,$,53.10,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,PayPal
posted,01/14/2015,PURCHASE - EXXONMOBIL    xxxx4224   BAKERSFIELD  CA,,Gasoline/Fuel,$,-35.10,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,ExxonMobil
posted,01/14/2015,PURCHASE - AXS TIX-COLOSSEUM        xxxxxx1037   CA,,General Merchandise,$,-139.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/13/2015,INTEREST EARNED AND PAID FROM 12/11/14 - THROUGH 01/13/15 INCLUSIVE,,Interest,$,0.04,,,Personal,HSBC Bank - HSBC PREMIER,Interest
posted,01/12/2015,PAYMENT TO CHEVRON CC-PAYMENT,,Gasoline/Fuel,$,-69.68,,,Personal,HSBC Bank - HSBC PREMIER,Chevron
posted,01/12/2015,PURCHASE ON  01/10 AT 3800 ROSEDALE HIGHWAY - BAKERSFIELD  CA,,General Merchandise,$,-113.04,,,Personal,HSBC Bank - HSBC PREMIER,
posted,01/12/2015,PURCHASE - CAFE MED                 BAKERSFIELD  CA,,Restaurants/Dining,$,-7.60,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/12/2015,PURCHASE - COST PLUS WLD #171       BAKERSFIELD  CA,,Home Improvement,$,-3.83,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Cost Plus, Inc."
posted,01/12/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-11.33,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,01/11/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-13.74,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,01/11/2015,PURCHASE - ALBERTSONS #6379         BAKERSFIELD  CA,,Groceries,$,-46.59,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Albertsons
posted,01/09/2015,ONLINE TRANSFER FROM CHECKING xxxxxxx1056 ON 01/09 - REFERENCE NO: IBxx4836,,Transfers,$,"8,000.00",,,Personal,HSBC Bank - HSBC PREMIER SAVINGS,Transfer
posted,01/09/2015,ONLINE TRANSFER TO   SAVINGS  xxxxxxx7199 ON 01/09 - REFERENCE NO: IBxx4836,,Transfers,$,"-8,000.00",,,Personal,HSBC Bank - HSBC PREMIER,Transfer
posted,01/09/2015,DEPOSIT FROM CHEVRON FED CU-PAYMENT,,Gasoline/Fuel,$,843.86,,,Personal,HSBC Bank - HSBC PREMIER,Chevron
posted,01/09/2015,PURCHASE - TM *BROADWAY IN BAKERS   xxx-xxx-8000 CA,,Groceries,$,-86.40,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Bakers
posted,01/09/2015,PURCHASE - KELLYS TANDOORI GRILL    BAKERSFIELD  CA,,Groceries,$,-12.74,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Tandoori Grill
posted,01/08/2015,"33RECD CHIP CITIBANK NA*ORG:WORLD FIRST UK LTD,SW11 3RB, - UK*OGB:CITIBANK NA,NEW YORK*BNF:ALEXANDER JACOB JOHNSTO",,Transfers,$,"10,000.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,01/08/2015,PURCHASE - KERN R CAFE   xxxx4257   BAKERSFIELD  CA,,Restaurants/Dining,$,-6.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/07/2015,DEPOSIT FROM CHEVRON CORPORAT-REG SALARY,,Paychecks/Salary,$,"1,426.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,01/07/2015,PURCHASE - SQ *TOP A MASSAGE INC    BAKERSFIELD  CA,,Personal Care,$,-51.75,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/07/2015,PURCHASE - WM SUPERCENTER #5134     BAKERSFIELD  CA,,Groceries,$,-78.06,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,01/07/2015,PURCHASE - TRAVELERS PERS INS       xxxxxxx8715  CT,,Insurance,$,-53.58,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,The Travelers Companies
posted,01/06/2015,CHECK - 137,,Checks,$,"-1,950.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,01/06/2015,PAYMENT TO CALWATER-WATERBILL,,Utilities,$,-18.65,,,Personal,HSBC Bank - HSBC PREMIER,California Water Service
posted,01/06/2015,DEPOSIT FROM PAYPAL-TRANSFER,,Transfers,$,12.54,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,01/06/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-10.64,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,01/06/2015,PURCHASE - PARTY CITY #291          BAKERSFIELD  CA,,Entertainment,$,-9.14,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Party City
