Status,Date,Original Description,Split Type,Category,Currency,Amount,User Description,Memo,Classification,Account Name,Simple Description
posted,12/04/2015,PURCHASE ON  12/03 AT WINCO FOO 4200 COFFEE - BAKERSFIELD  CA,,Groceries,$,-29.68,,,Personal,HSBC Bank - HSBC PREMIER,WinCo foods
posted,12/04/2015,PURCHASE - MODCLOTH                 xxxxxx9699   CA,,Clothing/Shoes,$,-52.66,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,ModCloth.com
posted,12/04/2015,PURCHASE - EXXONMOBIL    xxxx3060   LEBEC        CA,,Gasoline/Fuel,$,-20.30,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,ExxonMobil
posted,12/04/2015,PURCHASE - CHIPOTLE 1420            LEBEC        CA,,Restaurants/Dining,$,-15.48,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Chipotle
posted,12/04/2015,PURCHASE - SPROUTS FARMERS MARK     BAKERSFIELD  CA,,Groceries,$,-43.29,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Sprout's Farmers Market
posted,12/04/2015,PURCHASE - KERN R CAFE   xxxx4257   BAKERSFIELD  CA,,Restaurants/Dining,$,-4.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/03/2015,PURCHASE - SXM*SIRIUSXM.COM/ACCT    xxx-xxx-5144 NY,,Entertainment,$,-12.52,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Sirius XM Radio, Inc"
posted,12/03/2015,PURCHASE - WWW.KOHLS.COM #xxxx      xxx-xxx-8884 OH,,Clothing/Shoes,$,-110.48,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Kohl's
posted,12/03/2015,PURCHASE - GEICO  *AUTO             xxx-xxx-3000 DC,,Insurance,$,-100.16,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,GEICO
posted,12/02/2015,PAYMENT TO WATSON REALTY SE-SIGONFILE,,Transfers,$,"-1,950.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,12/02/2015,PAYMENT TO IN-SHAPE 179 BAK-CLUB FEES,,Healthcare/Medical,$,-56.99,,,Personal,HSBC Bank - HSBC PREMIER,Inshape
posted,12/02/2015,PURCHASE - COST PLUS WLD #171       BAKERSFIELD  CA,,Home Improvement,$,-8.88,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Cost Plus, Inc."
posted,12/02/2015,PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,,General Merchandise,$,-11.96,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,12/02/2015,PURCHASE - USPS xxxxxxxxxxxxx1581   BAKERSFIELD  CA,,Postage and Shipping,$,-32.45,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,USPS
posted,12/02/2015,PURCHASE - HINAS MERCY SOUTH WES    BAKERSFIELD  CA,,General Merchandise,$,-10.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/01/2015,PURCHASE - FOOT REFLEXOLOGY         BAKERSFIELD  CA,,Clothing/Shoes,$,-52.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/01/2015,PURCHASE - COOL CUTS 4 KIDS         BAKERSFIELD  CA,,Child/Dependent Expenses,$,-20.95,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,12/01/2015,PURCHASE - KOHLS #0702              BAKERSFIELD  CA,,Clothing/Shoes,$,-15.10,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Kohl's
posted,12/01/2015,PURCHASE - AMAZON.COM AMZN.COM/BI   AMZN.COM/BILLWA,,General Merchandise,$,-21.45,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,11/30/2015,AUTOMATIC TRANSFER TO CREDIT ACCOUNT #xxxxxx3437,,Transfers,$,"-5,552.31",,,Personal,HSBC Bank - HSBC PREMIER,Transfer
posted,11/30/2015,PURCHASE - COST PLUS WLD #171       BAKERSFIELD  CA,,Home Improvement,$,-49.95,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Cost Plus, Inc."
posted,11/30/2015,PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,,General Merchandise,$,-25.96,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,11/30/2015,PURCHASE - BRIGHT HOUSE NETWORKS    xxx-xxx-9700 FL,,Cable/Satellite Services,$,-81.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Bright House Networks
posted,11/30/2015,PURCHASE - BASKIN #xx1279 ONLINEC   xxx-xxx-8191 CA,,Restaurants/Dining,$,-29.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Baskin-Robbins
posted,11/30/2015,PURCHASE - HIDE N SEEK              BAKERSFIELD  CA,,General Merchandise,$,-8.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/30/2015,PURCHASE - WAL-MART #2557           BAKERSFIELD  CA,,Groceries,$,-57.52,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/30/2015,PURCHASE - GYMBOREE  xxxxxxxx1937   ARVIN        CA,,Child/Dependent Expenses,$,-13.96,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Gymboree
posted,11/30/2015,PURCHASE - A EAGLE OUTFTRxxxx3689   ARVIN        CA,,Clothing/Shoes,$,-81.19,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,American Eagle Outfitters
posted,11/30/2015,PURCHASE - NETFLIX.COM              NETFLIX.COM  CA,,Entertainment,$,-7.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Netflix
posted,11/30/2015,PURCHASE - WM SUPERCENTER #5134     BAKERSFIELD  CA,,Groceries,$,-27.86,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/30/2015,PURCHASE - NIKE TEJON RANCH FS 20   ARVIN        CA,,Clothing/Shoes,$,-38.69,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Nike
posted,11/29/2015,PURCHASE - COTTON ON TEJON          ARVIN        CA,,Clothing/Shoes,$,-11.83,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/29/2015,PURCHASE - ADORAMA INC              xxx-xxxx4017 NY,,Hobbies,$,-19.90,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Adorama Camera, Inc."
posted,11/29/2015,PURCHASE - KRISPY KREME #1222       BAKERSFIELD  CA,,Restaurants/Dining,$,-3.57,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Krispy Kreme Doughnut Corporation
posted,11/29/2015,PURCHASE - H&M #364                 TEJON RANCH  CA,,Clothing/Shoes,$,-21.42,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,H & M
posted,11/29/2015,PURCHASE - J CREW FACTORY #152      ARVIN        CA,,Clothing/Shoes,$,-31.20,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,J.Crew
posted,11/27/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-7.56,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,11/27/2015,PAYMENT - xxxxx1056                AUTOPAYLANG*]01,,Credit Card Payments,$,"5,552.31",,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/26/2015,PURCHASE - B G F ASIAN DINER        BAKERSFIELD  CA,,Restaurants/Dining,$,-13.83,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/26/2015,PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,,General Merchandise,$,-18.37,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,11/26/2015,PURCHASE - WAL-MART #2557           BAKERSFIELD  CA,,Groceries,$,-21.96,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/26/2015,PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,,General Merchandise,$,-23.21,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,11/26/2015,PURCHASE - VONS     STORExxxx4208   BAKERSFIELD  CA,,Groceries,$,-3.50,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,VONS
posted,11/25/2015,PURCHASE - TARGET        xxxx7151   BAKERSFIELD  CA,,General Merchandise,$,-14.18,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,11/24/2015,PAYMENT TO PGANDE-WEB ONLINE,,Utilities,$,-99.60,,,Personal,HSBC Bank - HSBC PREMIER,Pacific Gas and Electric Company
posted,11/24/2015,PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,,General Merchandise,$,-14.49,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,11/24/2015,PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,,General Merchandise,$,-11.91,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,11/23/2015,PURCHASE - AMERICAN KIDS SPORTS C   xxx-xxx2100  CA,,Hobbies,$,-73.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/23/2015,PURCHASE - VICTORIA'S SECRET 0143   BAKERSFIELD  CA,,Clothing/Shoes,$,-95.68,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Victoria's Secret
posted,11/23/2015,PURCHASE - ADY*SPOTIFY xxxxxxxxxx   xxx-xxx5380  NY,,Entertainment,$,-9.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Spotify Ltd
posted,11/23/2015,PURCHASE - BOBBI'S HALLMARK #1      BAKERSFIELD  CA,,Gifts,$,-16.11,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Hallmark
posted,11/23/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-12.84,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,11/23/2015,PURCHASE - WM SUPERCENTER #5134     BAKERSFIELD  CA,,Groceries,$,-94.44,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/23/2015,PURCHASE - AMYS HALLMARK SHOP 532   BAKERSFIELD  CA,,Gifts,$,-12.90,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amy's Hallmark
posted,11/23/2015,PURCHASE - LORENES COFFEE SHOP      BAKERSFIELD  CA,,Restaurants/Dining,$,-35.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/20/2015,DEPOSIT FROM CHEVRON CORPORAT-REG SALARY,,Paychecks/Salary,$,"1,449.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,11/20/2015,PURCHASE - SUGAR MILL               BAKERSFIELD  CA,,General Merchandise,$,-14.74,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/19/2015,PAYMENT TO HSBC ONLINE-TRANSFER,,Transfers,$,-567.16,,,Personal,HSBC Bank - HSBC PREMIER,HSBC
posted,11/19/2015,PURCHASE - SQ *THE KITCHEN          BAKERSFIELD  CA,,Restaurants/Dining,$,-29.67,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,The Kitchen
posted,11/19/2015,PURCHASE - AVIS.COM PREPAY RESERV   xxxxxx7900   NJ,,Travel,$,-36.21,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Avis.com
posted,11/19/2015,PURCHASE - SPROUTS FARMERS MARK     BAKERSFIELD  CA,,Groceries,$,-28.09,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Sprout's Farmers Market
posted,11/18/2015,DEPOSIT FROM CHEVRON FED CU-PAYMENT,,Gasoline/Fuel,$,"1,000.00",,,Personal,HSBC Bank - HSBC PREMIER,Chevron
posted,11/17/2015,PAYMENT TO SO CAL GAS-PAID SCGC,,Utilities,$,-18.06,,,Personal,HSBC Bank - HSBC PREMIER,Southern California Gas Company
posted,11/17/2015,PURCHASE - 366 FASTRIP FOOD S       BAKERSFIELD  CA,,Groceries,$,-2.31,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Fastrip Food Stores
posted,11/17/2015,PURCHASE - ENTERPRISE RENT-A-CAR    OXNARD       CA,,Travel,$,-57.47,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,ENTERPRISE RENT A CAR
posted,11/16/2015,DEPOSIT FROM HSBC ONLINE-P2P,,Deposits,$,"7,384.41",,,Personal,HSBC Bank - HSBC PREMIER,HSBC
posted,11/16/2015,PURCHASE - MODCLOTH                 xxxxxx9699   CA,,Clothing/Shoes,$,-92.85,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,ModCloth.com
posted,11/16/2015,PURCHASE - GOOGLE * RAKUTEN.COM*B   xxx-xxx-5538 CA,,Online Services,$,-10.74,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Google
posted,11/16/2015,PURCHASE - DEWAR'S CANDY SHOP       BAKERSFIELD  CA,,Gifts,$,-4.40,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/16/2015,PURCHASE - E AVEDA SALON AND SPA    BAKERSFIELD  CA,,Personal Care,$,-45.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Aveda
posted,11/16/2015,PURCHASE - TARGET        xxxx7151   BAKERSFIELD  CA,,General Merchandise,$,-18.22,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,11/16/2015,PURCHASE - E AVEDA SALON AND SPA    BAKERSFIELD  CA,,Personal Care,$,-5.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Aveda
posted,11/15/2015,PURCHASE - DOLRTREE xxxx xxxx7599   BAKERSFIELD  CA,,General Merchandise,$,-3.23,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Dollar Tree, Inc."
posted,11/13/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-32.65,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,11/13/2015,PURCHASE - WM SUPERCENTER #5134     BAKERSFIELD  CA,,Groceries,$,-34.42,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/13/2015,PURCHASE - VESTA  *T-MOBILE         xxx-xxx-3397 OR,,Telephone Services,$,-40.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,T-Mobile
posted,11/12/2015,INTEREST EARNED AND PAID FROM 10/14/15 - THROUGH 11/12/15 INCLUSIVE,,Interest,$,0.06,,,Personal,HSBC Bank - HSBC PREMIER,Interest
posted,11/11/2015,PURCHASE - SFI*PHOTOSBYSHUTTERFLY   xxx-xxx-1065 CA,,Hobbies,$,-26.60,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Shutterfly
posted,11/10/2015,PAYMENT TO CHEVRON CC-PAYMENT,,Gasoline/Fuel,$,-74.65,,,Personal,HSBC Bank - HSBC PREMIER,Chevron
posted,11/10/2015,PAYMENT TO CALWATER-WATERBILL,,Utilities,$,-42.31,,,Personal,HSBC Bank - HSBC PREMIER,California Water Service
posted,11/10/2015,PURCHASE - FOOT REFLEXOLOGY         BAKERSFIELD  CA,,Clothing/Shoes,$,-30.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/10/2015,PURCHASE - TRAVELERS PERS INS       xxxxxxx8715  CT,,Insurance,$,-55.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,The Travelers Companies
posted,11/09/2015,PURCHASE ON  11/07 AT 4900 PANAMA LANE - BAKERSFIELD  CA,,General Merchandise,$,-150.76,,,Personal,HSBC Bank - HSBC PREMIER,
posted,11/09/2015,PURCHASE ON  11/06 AT CHEVRON/ROBERT LEWIS BR - FILLMORE     CA,,Gasoline/Fuel,$,-1.49,,,Personal,HSBC Bank - HSBC PREMIER,Chevron
posted,11/09/2015,PURCHASE ON  11/07 AT WINCO FOO 6801 PANAMA - BAKERSFIELD  CA,,Groceries,$,-21.25,,,Personal,HSBC Bank - HSBC PREMIER,WinCo foods
posted,11/09/2015,PURCHASE - SNAPFISHUS               xxxxxx4500   MD,,General Merchandise,$,-15.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/09/2015,PURCHASE - HOMEGOODS #0518          BAKERSFIELD  CA,,Home Improvement,$,-61.14,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/09/2015,PURCHASE - 8705 GREAT CLIPS AT SH   BAKERSFIELD  CA,,Personal Care,$,-17.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Great Clips
posted,11/08/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-56.04,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,11/08/2015,PURCHASE - PIZZAREV 5               OXNARD       CA,,General Merchandise,$,-11.06,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/08/2015,PURCHASE - MY GYM BAKERSFIELD       BAKERSFIELD  CA,,Hobbies,$,-68.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/06/2015,DEPOSIT FROM CHEVRON CORPORAT-REG SALARY,,Paychecks/Salary,$,"1,449.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,11/06/2015,PURCHASE - TARGET        xxxx7151   BAKERSFIELD  CA,,General Merchandise,$,-20.60,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,11/05/2015,PURCHASE - TARGET.COM  *            xxx-xxx-3869 MN,,General Merchandise,$,-38.59,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,11/05/2015,PURCHASE - TARGET.COM  *            xxx-xxx-3869 MN,,General Merchandise,$,-20.41,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,11/05/2015,PURCHASE - TARGET.COM  *            xxx-xxx-3869 MN,,General Merchandise,$,-32.37,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,11/04/2015,PURCHASE - PICTUREFRAMES COM        xxx-xxx3700  NC,,General Merchandise,$,-135.16,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/04/2015,PURCHASE - WAL-MART #2557           BAKERSFIELD  CA,,Groceries,$,-28.93,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,11/04/2015,PURCHASE - SPROUTS FARMERS MARK     BAKERSFIELD  CA,,Groceries,$,-8.96,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Sprout's Farmers Market
posted,11/04/2015,PURCHASE - ART.COM/ALLPOSTERS.COM   xxx-xxx-0143 CA,,Home Improvement,$,-13.95,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,AllPosters.com
posted,11/03/2015,PAYMENT TO WATSON REALTY SE-SIGONFILE,,Transfers,$,"-1,950.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,11/03/2015,PAYMENT TO IN-SHAPE 179 BAK-CLUB FEES,,Healthcare/Medical,$,-56.99,,,Personal,HSBC Bank - HSBC PREMIER,Inshape
posted,11/03/2015,PURCHASE - COST PLUS WLD #171       BAKERSFIELD  CA,,Home Improvement,$,-9.63,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Cost Plus, Inc."
posted,11/03/2015,PURCHASE - BRIGHT HOUSE NETWORKS    xxx-xxx-9700 FL,,Cable/Satellite Services,$,-81.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Bright House Networks
posted,11/03/2015,PURCHASE - SXM*SIRIUSXM.COM/ACCT    xxx-xxx-5144 NY,,Entertainment,$,-12.52,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Sirius XM Radio, Inc"
posted,11/03/2015,PURCHASE - GEICO  *AUTO             xxx-xxx-3000 DC,,Insurance,$,-213.36,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,GEICO
posted,11/03/2015,PURCHASE - T J MAXX #1413           BAKERSFIELD  CA,,General Merchandise,$,-53.74,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,T.J. Maxx
posted,11/02/2015,DEPOSIT FROM HSBC CREDIT CARD-CASH BACK,,Deposits,$,50.00,,,Personal,HSBC Bank - HSBC PREMIER,HSBC
posted,11/02/2015,PURCHASE - NISSAN OF BAKERSFIELD    BAKERSFIELD  CA,,Automotive Expenses,$,-206.56,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Nissan
posted,11/02/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-18.92,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,11/02/2015,PURCHASE - KOHLS #0702              BAKERSFIELD  CA,,Clothing/Shoes,$,-16.79,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Kohl's
posted,11/02/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-24.92,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,11/02/2015,PURCHASE - BABIES R US #6432        BAKERSFIELD  CA,,Child/Dependent Expenses,$,-34.39,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Babies''R''Us
posted,11/02/2015,PURCHASE - DOLRTREE xxxx xxxx7599   BAKERSFIELD  CA,,General Merchandise,$,-15.75,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Dollar Tree, Inc."
posted,11/02/2015,PURCHASE - T J MAXX #1413           BAKERSFIELD  CA,,General Merchandise,$,-17.17,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,T.J. Maxx
posted,11/02/2015,PURCHASE - TARGET        xxxx3847   BAKERSFIELD  CA,,General Merchandise,$,-28.17,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,10/30/2015,PURCHASE - NEXT DIRECTORY           INTERNET     GB,,Clothing/Shoes,$,-61.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Next
posted,10/30/2015,PURCHASE - NETFLIX.COM              LOS GATOS    CA,,Entertainment,$,-7.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Netflix
posted,10/28/2015,AUTOMATIC TRANSFER TO CREDIT ACCOUNT #xxxxxx3437,,Transfers,$,"-2,130.69",,,Personal,HSBC Bank - HSBC PREMIER,Transfer
posted,10/28/2015,PURCHASE - WAL-MART #5134           BAKERSFIELD  CA,,Groceries,$,-63.80,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,10/27/2015,PAYMENT TO PGANDE-WEB ONLINE,,Utilities,$,-59.48,,,Personal,HSBC Bank - HSBC PREMIER,Pacific Gas and Electric Company
posted,10/27/2015,PAYMENT - xxxxx1056                AUTOPAYLANG*]01,,Credit Card Payments,$,"2,130.69",,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,10/26/2015,PURCHASE ON  10/26 AT 3800 ROSEDALE HIGHWAY - BAKERSFIELD  CA,,General Merchandise,$,-182.46,,,Personal,HSBC Bank - HSBC PREMIER,
posted,10/26/2015,PURCHASE - JUST WING IT             BAKERSFIELD  CA,,General Merchandise,$,-23.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,10/26/2015,PURCHASE - KERN CTY SPRNTNDNTSCHO   BAKERSFIELD  CA,,General Merchandise,$,-18.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,10/26/2015,PURCHASE - FRESH & EASY #1180       BAKERSFIELD  CA,,Groceries,$,-27.39,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Fresh & Easy Neighborhood Market
posted,10/26/2015,PURCHASE - EUREKA BAKERSFIELD       BAKERSFIELD  CA,,General Merchandise,$,-70.41,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,10/26/2015,PURCHASE - SPROUTS FARMERS MARK     BAKERSFIELD  CA,,Groceries,$,-64.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Sprout's Farmers Market
posted,10/25/2015,PURCHASE - USPSxxxxxxxxxxxxxx1628   BAKERSFIELD  CA,,Postage and Shipping,$,-6.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,USPS
posted,10/23/2015,PURCHASE - DEWAR'S CANDY SHOP       BAKERSFIELD  CA,,Gifts,$,-15.96,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,10/22/2015,DEPOSIT FROM CHEVRON CORPORAT-REG SALARY,,Paychecks/Salary,$,"1,449.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,10/22/2015,PURCHASE - ADY*SPOTIFY USA          xxx-xxx5380  NY,,Entertainment,$,-9.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Spotify Ltd
posted,10/21/2015,PURCHASE - AMERICAN KIDS SPORTS C   xxx-xxx2100  CA,,Hobbies,$,-73.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,10/21/2015,PURCHASE - CHOCOSPHERE              TUALATIN     OR,,General Merchandise,$,-6.60,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,10/21/2015,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-34.97,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,10/21/2015,PURCHASE - SPROUTS FARMERS MARK     BAKERSFIELD  CA,,Groceries,$,-55.62,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Sprout's Farmers Market
posted,10/19/2015,PAYMENT TO HSBC ONLINE-TRANSFER,,Transfers,$,"-1,137.30",,,Personal,HSBC Bank - HSBC PREMIER,HSBC
posted,10/19/2015,PAYMENT TO SO CAL GAS-PAID SCGC,,Utilities,$,-12.91,,,Personal,HSBC Bank - HSBC PREMIER,Southern California Gas Company
posted,10/19/2015,PURCHASE - CHOCOSPHERE              xxx-xxx-3323 OR,,General Merchandise,$,-202.80,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
